date,sales
2019-10-31,8593.0
2019-11-01,3895.0
2019-11-03,290.0
2019-11-04,37039.0
2019-11-05,19176.9
2019-11-06,12602.0
2019-11-07,11979.0
2019-11-08,17271.6
2019-11-11,20091.0
2019-11-12,17529.0
2019-11-13,16555.0
2019-11-14,9334.352
2019-11-15,11935.0
2019-11-17,5261.0
2019-11-18,26664.0
2019-11-19,13892.65
2019-11-20,14052.134
2019-11-21,9500.0
2019-11-22,15928.18
2019-11-25,29293.0
2019-11-26,15719.0
2019-11-27,9308.0
2019-11-28,13339.0
2019-11-29,15148.0
2019-12-02,32993.0
2019-12-03,14683.888
2019-12-04,15286.0
2019-12-05,14465.5
2019-12-06,17264.0
2019-12-08,450.0
2019-12-09,27126.0
2019-12-10,13147.0
2019-12-11,13297.188
2019-12-12,13527.0
2019-12-13,15012.0
2019-12-14,978.0
2019-12-15,2.268
2019-12-16,20967.71
2019-12-17,31641.0
2019-12-18,14129.0
2019-12-19,30526.0
2019-12-20,14433.0
2019-12-21,1286.0
2019-12-23,37083.0
2019-12-24,28028.0
2019-12-25,6464.0
2019-12-26,9023.0
2019-12-27,3617.0
2019-12-30,1986.134
2019-12-31,918.0
